filename,seg_sky,seg_vegetation,seg_building,seg_road
10211498591_0.jpg,0.11663818359375,0.27276611328125,0.15234375,0.43609619140625
10242398454_0.jpg,0.22625732421875,0.060546875,0.17138671875,0.508056640625
10243968793_0.jpg,0.06121826171875,0.07977294921875,0.48834228515625,0.32403564453125
10256441404_0.jpg,0.01776123046875,0.031494140625,0.56219482421875,0.34759521484375
1029866980_0.jpg,0.0831298828125,0.00579833984375,0.52490234375,0.25555419921875
10565387058_0.jpg,0.16400146484375,0.08612060546875,0.28387451171875,0.42657470703125
10786928815_0.jpg,0.076171875,0.014404296875,0.473388671875,0.39453125
10786928832_0.jpg,0.051513671875,0.0,0.4949951171875,0.42498779296875
10786928833_0.jpg,0.0,6.103515625e-05,0.57867431640625,0.4158935546875
10786928854_0.jpg,0.0225830078125,0.0,0.29736328125,0.28253173828125
10875906169_0.jpg,0.0,0.0,0.6077880859375,0.0
10880216117_0.jpg,0.02801513671875,0.0001220703125,0.54736328125,0.36077880859375
1107287994_0.jpg,0.02593994140625,0.16900634765625,0.3194580078125,0.32110595703125
1107287995_0.jpg,0.0,0.0,0.3350830078125,0.0
11104977106_0.jpg,0.287109375,0.175048828125,0.04901123046875,0.39495849609375
11153075989_0.jpg,0.006103515625,0.03070068359375,0.354248046875,0.34088134765625
11177945775_0.jpg,0.2349853515625,0.09417724609375,0.2017822265625,0.38336181640625
11177945779_0.jpg,0.29315185546875,0.12744140625,0.08154296875,0.3023681640625
11225192044_0.jpg,0.1973876953125,0.16033935546875,0.52239990234375,0.06982421875
11253936096_0.jpg,0.06072998046875,0.0,0.4918212890625,0.4417724609375
11256303653_0.jpg,0.13507080078125,0.1126708984375,0.2774658203125,0.332275390625
11281410604_0.jpg,0.062255859375,0.0537109375,0.4970703125,0.35589599609375
11339432014_0.jpg,0.04266357421875,0.0,0.51708984375,0.43292236328125
1151084790_0.jpg,0.080078125,0.0,0.51837158203125,0.392333984375
1151084818_0.jpg,0.0697021484375,6.103515625e-05,0.46844482421875,0.43017578125
1151084825_0.jpg,0.0623779296875,0.0,0.46820068359375,0.4266357421875
1151084826_0.jpg,0.0611572265625,0.00286865234375,0.48980712890625,0.4320068359375
1151084845_0.jpg,0.04229736328125,0.0,0.49310302734375,0.40106201171875
1151084846_0.jpg,0.08721923828125,0.0074462890625,0.47442626953125,0.37786865234375
1151084855_0.jpg,0.04541015625,0.0,0.51531982421875,0.36468505859375
1151084864_0.jpg,0.0469970703125,0.0,0.535400390625,0.3880615234375
1151084876_0.jpg,0.079833984375,0.0,0.41778564453125,0.43707275390625
1151084879_0.jpg,0.0,0.0,0.73748779296875,0.0
1151084883_0.jpg,0.0804443359375,0.01055908203125,0.46160888671875,0.44287109375
1151084896_0.jpg,0.07183837890625,0.000732421875,0.4761962890625,0.42608642578125
1151084898_0.jpg,0.0621337890625,0.09588623046875,0.39166259765625,0.39459228515625
1151084911_0.jpg,0.06500244140625,0.0045166015625,0.48577880859375,0.41741943359375
1151084917_0.jpg,0.059814453125,0.1937255859375,0.286865234375,0.422119140625
1151084930_0.jpg,0.0677490234375,0.01611328125,0.4852294921875,0.41583251953125
1151084936_0.jpg,0.06768798828125,0.0,0.44854736328125,0.3602294921875
1152803593_0.jpg,0.0467529296875,0.03533935546875,0.86761474609375,0.02197265625
1152824573_0.jpg,0.0,0.0,0.62347412109375,0.35626220703125
