filename,shadow_ratio,sky_brightness
10211498591_0.jpg,0.3974072265625,130.68164612676057
10211498591_180.jpg,0.5057177734375,134.96605780516433
10211498591_270.jpg,0.67649169921875,125.2459580399061
10211498591_90.jpg,0.471162109375,169.27843309859156
10242398454_0.jpg,0.30722412109375,154.74506308685446
10242398454_180.jpg,0.39494384765625,123.12411238262911
10242398454_270.jpg,0.45593017578125,129.34134389671362
10242398454_90.jpg,0.252080078125,178.48174882629107
10243968793_0.jpg,0.3403125,165.14205545774647
10243968793_180.jpg,0.474140625,192.42236649061033
10243968793_270.jpg,0.3787548828125,149.4444395539906
10243968793_90.jpg,0.44285888671875,202.23331866197182
10256441404_0.jpg,0.3371923828125,113.39186473004695
10256441404_180.jpg,0.32435302734375,134.64351525821596
10256441404_270.jpg,0.72794921875,144.2149941314554
10256441404_90.jpg,0.492548828125,168.49731514084507
1029866980_0.jpg,0.563955078125,150.64548122065727
1029866980_180.jpg,0.80560791015625,156.60044014084508
1029866980_270.jpg,0.76712158203125,156.16587441314553
1029866980_90.jpg,0.61875,178.07412705399062
10565387058_0.jpg,0.47865966796875,180.6871698943662
10565387058_180.jpg,0.66388427734375,173.40096830985917
10565387058_270.jpg,0.4808642578125,174.4917840375587
10565387058_90.jpg,0.625615234375,144.6977919600939
10786928815_0.jpg,0.36053466796875,120.46762764084507
10786928815_180.jpg,0.62630615234375,151.35317634976525
10786928815_270.jpg,0.4988671875,90.29060299295774
10786928815_90.jpg,0.72060302734375,188.90971244131455
10786928832_0.jpg,0.5207958984375,135.44958920187793
10786928832_180.jpg,0.62735107421875,217.01555897887323
10786928832_270.jpg,0.70325439453125,159.35804724178405
10786928832_90.jpg,0.64962158203125,207.1397667253521
10786928833_0.jpg,0.27942138671875,139.06159037558686
10786928833_180.jpg,0.7595458984375,200.55971244131456
10786928833_270.jpg,0.6917236328125,166.06153169014084
10786928833_90.jpg,0.71724853515625,205.91806778169016
10786928854_0.jpg,0.61096435546875,85.78634829812206
10786928854_180.jpg,0.55890380859375,136.0980927230047
10786928854_270.jpg,0.74725341796875,125.11268339201878
10786928854_90.jpg,0.75901123046875,153.80323503521126
10875906169_0.jpg,0.613779296875,134.60214201877935
10875906169_180.jpg,0.6822705078125,131.51905809859156
10875906169_270.jpg,0.5641015625,119.43615757042254
10875906169_90.jpg,0.6965380859375,130.70042546948358
10880216117_0.jpg,0.4330810546875,108.22232981220657
10880216117_180.jpg,0.44975341796875,185.09423415492958
10880216117_270.jpg,0.36400146484375,140.912529342723
10880216117_90.jpg,0.71622802734375,105.6246992370892
1107287994_0.jpg,0.6412109375,124.5143192488263
1107287994_180.jpg,0.33390380859375,149.59669894366198
1107287994_270.jpg,0.6170751953125,190.55048415492956
1107287994_90.jpg,0.7953662109375,159.20668280516432
1107287995_0.jpg,0.58923828125,154.14156396713614
1107287995_180.jpg,0.60436767578125,67.3231073943662
1107287995_270.jpg,0.5007861328125,78.66762764084507
1107287995_90.jpg,0.7996142578125,85.93854166666667
11104977106_0.jpg,0.65962890625,207.91418720657276
11104977106_180.jpg,0.708779296875,138.92077464788733
11104977106_270.jpg,0.548056640625,224.44619278169014
11104977106_90.jpg,0.4996826171875,138.70117370892018
11153075989_0.jpg,0.72783203125,150.52075997652582
11153075989_180.jpg,0.68882080078125,156.01894072769954
11153075989_270.jpg,0.29067626953125,189.64561326291079
11153075989_90.jpg,0.41044921875,166.8684639084507
11177945775_0.jpg,0.7050244140625,186.59156396713615
11177945775_180.jpg,0.49084716796875,123.19821742957747
11177945775_270.jpg,0.61000244140625,173.38584213615025
11177945775_90.jpg,0.65519287109375,202.24498973004694
11177945779_0.jpg,0.59245849609375,211.16878667840376
11177945779_180.jpg,0.58791259765625,135.98840962441315
11177945779_270.jpg,0.67465087890625,171.24585534037558
11177945779_90.jpg,0.68415283203125,206.47698796948356
11225192044_0.jpg,0.31649169921875,162.49635416666666
11225192044_180.jpg,0.56126708984375,148.4230633802817
11225192044_270.jpg,0.3019921875,136.28609154929578
11225192044_90.jpg,0.37046142578125,214.4247725938967
11253936096_0.jpg,0.50564453125,111.82049589201878
11253936096_180.jpg,0.36531005859375,173.58227699530516
11253936096_270.jpg,0.46098876953125,124.93546801643193
11253936096_90.jpg,0.45801025390625,120.6915566314554
11256303653_0.jpg,0.50183837890625,135.94918573943661
11256303653_180.jpg,0.686123046875,176.85613996478872
11256303653_270.jpg,0.65640380859375,172.53206426056337
11256303653_90.jpg,0.6753466796875,97.11536091549296
11281410604_0.jpg,0.50953857421875,94.06073943661971
11281410604_180.jpg,0.5289453125,140.889091842723
11281410604_270.jpg,0.51611328125,119.71075410798122
11281410604_90.jpg,0.52543212890625,119.01723884976526
11339432014_0.jpg,0.67402587890625,145.16392312206574
11339432014_180.jpg,0.66147216796875,112.81578638497652
11339432014_270.jpg,0.5907080078125,164.09627347417842
11339432014_90.jpg,0.64958251953125,131.74542987089202
1151084790_0.jpg,0.51924072265625,160.16152435446008
