id,vegetation,sky,building,road,shadow_ratio,sky_brightness,h_mean,h_std,s_mean,s_std,v_mean,v_std,entropy,colorfulness,LST,lat,lon,block_id,poi_density
6283852189,0.1926531982421875,0.2522540283203125,0.4374066162109375,0.1176861572265625,0.4355780029296875,158.55492040786385,55.50589599609375,33.78589529390932,68.98283203125,51.60039545635689,139.4220135498047,66.72050708144947,7.61720265,23.91283582174195,31.364213300000017,22.3101176,114.162145,1,0
6309604751,0.0584405517578125,0.1690802001953125,0.4814617919921875,0.2910174560546875,0.6330511474609375,172.86398364143193,56.74406677246094,48.69257750750012,39.99233581542968,46.44623137062165,133.94999633789064,61.04253320916106,7.5215287,18.32599804940187,30.72447389,22.318781,114.1654869,0,19
6359931650,0.0252197265625,0.2133489990234374,0.4959692382812499,0.2654620361328125,0.6104815673828126,175.00064920774648,65.76859130859376,56.546634053961554,47.05238220214844,55.58098049491397,146.3505615234375,61.23451468281087,7.575010175,41.85745221544831,33.24868166000002,22.3059773,114.165316,1,4
6374553434,0.0130889892578125,0.068170166015625,0.58653564453125,0.3322052001953125,0.30572509765625,136.20767862382627,38.88549011230469,41.52657414876916,41.76681823730469,44.33078769444815,121.2918133544922,52.44225639115288,7.560526225,18.421551248193705,30.596298140000027,22.3264321,114.1663867,0,24
6374553441,0.0127825927734375,0.079696044921875,0.5765252685546874,0.33099609375,0.534093017578125,138.05439590669013,30.8425244140625,33.359189926080575,50.55067626953125,42.53797801804969,123.34634521484377,48.49331750695602,7.338335725,18.88121524616216,30.78770726000002,22.3262106,114.166268,0,28
6521271614,0.0274407958984375,0.221844482421875,0.5697186279296875,0.18099609375,0.461534423828125,159.40672315140844,62.94330200195313,46.55211913082654,46.77543579101562,40.49957171996012,148.67554748535156,59.9006144959822,7.674002425,30.738215357603583,34.17781343000004,22.3095454,114.1694669,3,30
6550920169,0.051153564453125,0.2855450439453125,0.4540167236328125,0.20928466796875,0.5195794677734376,177.34651371772298,67.19869934082031,41.435220354032175,48.28809509277344,36.20150437289209,159.16227233886718,58.26837800923624,7.454121375,32.30964372527044,36.02126555000001,22.3120274,114.1659486,1,10
6612901838,0.06860595703125,0.174053955078125,0.4537945556640624,0.3035455322265625,0.608704833984375,155.98090705692488,45.39591735839844,38.16807887567592,49.498602294921874,46.78620824241288,128.62361206054686,56.5866373979256,7.5672341,18.111274861827084,31.210402400000003,22.3158643,114.166454,3,10
6702368661,0.066324462890625,0.2443719482421875,0.4718511962890624,0.217452392578125,0.596124267578125,156.21270356514086,84.12522033691405,36.23107279021946,62.57844299316406,44.19877333428103,144.0464874267578,65.34314192374863,7.64815675,35.12034090329055,34.403402750000026,22.3122734,114.1762061,3,5
6702368663,0.0922442626953125,0.2227972412109375,0.56433349609375,0.120625,0.383900146484375,181.5659312646713,49.06408935546875,39.362902394958525,46.15029541015625,40.94157562668145,151.21962646484377,57.38324796935186,7.6588797,21.52424922964272,34.25300987000001,22.3122461,114.1765887,3,3
6705233294,0.04967529296875,0.28511474609375,0.594898681640625,0.070311279296875,0.6805914306640625,161.65488739730046,86.34785339355469,39.47233614270974,78.49416381835937,48.70905830006592,142.7013604736328,67.76408452622736,7.6259806,38.46691600319637,31.520302880000013,22.3025234,114.1781092,2,9
6843885034,0.0172967529296875,0.1720880126953125,0.5020672607421875,0.3085479736328125,0.5553204345703125,124.91391578638496,70.92122680664062,42.769905265191234,52.43097900390625,49.60750576275786,112.80305725097656,58.17732697996889,7.57024455,27.92313666695313,30.041439560000025,22.3199764,114.172679,0,14
6984479448,0.0093817138671875,0.0604278564453125,0.63105224609375,0.29913818359375,0.3964752197265625,125.0640936766432,42.248558349609375,42.182428721006,43.57179626464844,45.590187232291456,112.34909912109376,52.76470510699132,7.4833137,17.280600675999892,31.404659870000017,22.3248919,114.1662306,0,20
7062561797,0.0230279541015624,0.0595281982421875,0.60649169921875,0.3109521484375,0.4133294677734375,120.48478396420188,50.79144836425781,50.42762137345211,41.30137084960938,44.34011337354789,112.56616271972658,48.65923614094696,7.483909925,17.517502368055407,31.40522954000001,22.3043156,114.1706667,4,65
7202626698,0.0122149658203125,0.1469366455078125,0.669552001953125,0.17129638671875,0.38813720703125,139.8806191314554,76.34199340820312,53.261316670790606,50.87527404785156,52.705052872645496,134.39177185058594,54.7200965086066,7.579087149999999,35.395879769830096,29.33390942000001,22.3193887,114.1698853,0,74
7207625692,0.0155096435546875,0.085540771484375,0.6419128417968749,0.2570367431640625,0.4378985595703125,129.2781561766432,67.76042663574219,56.38018601671586,33.323603515624995,37.52880102695579,129.82341247558594,50.84135924284044,7.569757175,24.24393649817179,29.807874860000027,22.3209996,114.1697806,0,59
7257383491,0.02815185546875,0.08561279296875,0.5284771728515625,0.3577581787109375,0.71193603515625,123.01888754401408,62.76295654296875,51.0806426059902,35.251347656250005,40.55309936673612,111.19497985839844,53.6275561856228,7.4564284,17.556841977818298,29.4102452,22.3249273,114.1619498,0,16
7257383511,0.022203369140625,0.0626348876953125,0.667198486328125,0.2479632568359375,0.600267333984375,123.91626320422534,33.014584350585935,33.52913015804025,49.27981140136719,43.20186581222626,126.81709533691406,48.19383728634092,7.3397654,23.02558637155631,29.33960612000004,22.3244833,114.1619623,0,16
7262574289,0.00774169921875,0.1076824951171875,0.5717266845703125,0.3128491210937499,0.4889691162109375,143.285849471831,73.40595703125,48.091267560407566,43.15790161132813,40.69210856462435,134.99829528808596,54.71366957554298,7.604964349999999,24.179858779601226,33.505602830000015,22.3085259,114.1707754,3,45
7328499113,0.016561279296875,0.144527587890625,0.4404931640625,0.39841796875,0.5962042236328124,138.75634719776997,60.56201049804688,43.86375905470531,28.19662048339844,34.38472248809332,120.49606384277344,56.44005414691499,7.416734874999999,12.285112277343512,30.03859121000001,22.3028529,114.1671106,1,5
7552991693,0.0023095703125,0.3819378662109375,0.5204608154296875,0.095291748046875,0.3049212646484375,199.85882299002347,49.67046325683594,35.29394655739576,43.73025756835938,26.38786926820984,186.8539447021484,41.74444526449798,6.915872775,24.63746892308073,34.35498080000002,22.3106608,114.1652768,1,5
7553343510,0.025706787109375,0.0861431884765625,0.5515972900390624,0.336552734375,0.7165679931640625,122.39838248239435,47.30415771484375,42.89467359063519,30.13096984863281,25.68279043435189,115.98361877441404,45.474684484140056,7.2616425,12.495536901774404,33.38426312000002,22.3062318,114.1636997,1,7
